OrgNumber; PhoneNumber; Operator 
"5564597408"; "0370-129 02"; "Telia Sverige AB"
"5564597408"; "070-587 56 56"; "Telia Sverige AB"
"5565016499"; "070-918 28 81"; "Telenor Sverige AB"
"5565016499"; "070-918 28 80"; "Telenor Sverige AB"
"5565016499"; "070-755 82 87"; "Telenor Sverige AB"
"5562861749"; "0151-104 32"; "Telia Sverige AB"
"5565027504"; "08-23 75 00"; "Telenor Sverige AB"
"5565027504"; "08-33 70 00"; "Telenor Sverige AB"
"5565027504"; "072-383 23 54"; "Telenor Sverige AB"
"5565027504"; "08-23 70 00"; "Telenor Sverige AB"
"5569753451"; "070-858 55 96"; "Telenor Sverige AB"
"5566098504"; "070-689 27 72"; "Telia Sverige AB"
"5566098504"; "019-27 05 85"; "Telia Sverige AB"
"5568361926"; "073-600 63 20"; "TeliaSonera AB"
"5568361926"; "073-600 63 20"; "TeliaSonera AB"
"5569719379"; "073-509 81 54"; "HI3G Access AB"
"5569719379"; "070-772 18 45"; "Telenor Sverige AB"
"5591798557"; "070-999 12 47"; "Telenor Sverige AB"
"5565655494"; "070-546 05 46"; "TeliaSonera AB"
"5590613013"; "0340-176 07"; "IP Delivery Group Scandinavia AB"
"5569626731"; "070-424 04 51"; "TeliaSonera AB"
"5565913158"; "070-433 36 64"; "Tele2 Sverige AB"
"5565913158"; "070-739 79 10"; "Tele2 Sverige AB"
"5565913158"; "070-587 29 29"; "Tele2 Sverige AB"
"5569647745"; "070-527 66 05"; "Telia Sverige AB"
"5568873771"; "070-720 02 00"; "HI3G Access AB"
"5568873771"; "076-945 44 44"; "TeliaSonera AB"
"5565013710"; "08-89 85 84"; "Telia Sverige AB"
"5565013710"; "08-38 90 00"; "TelaVox AB"
"5590416037"; "070-994 54 70"; "HI3G Access AB"
"5568686389"; "070-347 43 98"; "Telia Sverige AB"
"5568686389"; "070-347 43 98"; "Telia Sverige AB"
